SAMD00003510	Shigella	boydii	unknown	463	4228223	0.5085753518676759	0.0	19505	0.8615200759278779	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	145	100.0	0.11	SAMD00003510								Illumina HiSeq 2500	ILLUMINA					SAMD00003510	DRS014026	DRP001592				PRJDB1910	DRA001520
SAMD00004015	Shigella	dysenteriae	unknown	590	3892322	0.5078888642820404	0.0	13806	0.85392652509222	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	260	100.0	0.63	SAMD00004015								Illumina HiSeq 2500	ILLUMINA					SAMD00004015	DRS014038	DRP001604				PRJDB1981	DRA001532
SAMD00004061	Escherichia	coli	unknown	309	4890615	0.5054767140737924	0.0	71536	0.8720361345147798	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	4	100.0	0.08	SAMD00004061								Illumina HiSeq 2000	ILLUMINA					SAMD00004061	DRS013918	DRP001484				PRJDB1990	DRA001412
SAMD00004210	Shigella	boydii	unknown	392	4667900	0.5033113391460828	0.0	37931	0.8630129180145247	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	5574	100.0	0.44	SAMD00004210								Illumina HiSeq 2500	ILLUMINA					SAMD00004210	DRS014033	DRP001599				PRJDB2016	DRA001527
SAMD00006077	Shigella	dysenteriae	unknown	522	4153626	0.5088717664999208	0.0	19474	0.8584075696752669	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	148	100.0	0.25	SAMD00006077								Illumina HiSeq 2500	ILLUMINA					SAMD00006077	DRS014040	DRP001606				PRJDB2033	DRA001534
SAMD00006306	Shigella	flexneri	unknown	372	4175980	0.5074073630620837	0.0	26720	0.8685053568264216	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	631	99.87	0.44	SAMD00006306								Illumina HiSeq 2500	ILLUMINA					SAMD00006306	DRS014115	DRP001681				PRJDB2063	DRA001609
SAMD00006378	Shigella	flexneri	unknown	405	4309795	0.5074482661008238	0.0	29605	0.867730367685702	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	245	100.0	0.24	SAMD00006378								Illumina HiSeq 2500	ILLUMINA					SAMD00006378	DRS014114	DRP001680				PRJDB2076	DRA001608
SAMD00008615	Shigella	boydii	unknown	401	4920892	0.505101310900544	0.0	42307	0.863229064974399	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	1750	100.0	0.91	SAMD00008615								Illumina HiSeq 2500	ILLUMINA					SAMD00008615	DRS014096	DRP001662				PRJDB2082	DRA001590
SAMD00008647	Shigella	flexneri	unknown	386	4392992	0.5059938647737123	0.0	31780	0.8671422574864693	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	-	100.0	0.39	SAMD00008647								Illumina HiSeq 2500	ILLUMINA					SAMD00008647	DRS014109	DRP001675				PRJDB2096	DRA001603
SAMD00008661	Escherichia	coli	unknown	502	4742258	0.5076252704935075	0.0	28382	0.865754878794026	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	311	100.0	0.42	SAMD00008661								Illumina HiSeq 2500	ILLUMINA					SAMD00008661	DRS014176	DRP001742				PRJDB2100	DRA001670
SAMD00008877	Escherichia	coli	unknown	327	5307671	0.5066225845573322	0.0	117978	0.8744748873846928	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	550	100.0	1.34	SAMD00008877								Illumina HiSeq 2000	ILLUMINA					SAMD00008877	DRS013914	DRP001480				PRJDB2147	DRA001408
SAMD00008913	Shigella	dysenteriae	unknown	602	4288728	0.5075619157941469	0.0	20326	0.8553638747899144	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	252	100.0	0.61	SAMD00008913								Illumina HiSeq 2500	ILLUMINA					SAMD00008913	DRS014041	DRP001607				PRJDB2150	DRA001535
SAMD00008980	Shigella	dysenteriae	unknown	550	4312734	0.5085827226998002	0.0	20235	0.855210639005327	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	258	100.0	0.44	SAMD00008980								Illumina HiSeq 2500	ILLUMINA					SAMD00008980	DRS014103	DRP001669				PRJDB2170	DRA001597
SAMD00009115	Shigella	boydii	unknown	531	4278178	0.5066825176512058	0.0	17617	0.8566298550457695	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	243	100.0	0.68	SAMD00009115								Illumina HiSeq 2500	ILLUMINA					SAMD00009115	DRS014030	DRP001596				PRJDB2184	DRA001524
SAMD00009116	Shigella	flexneri	unknown	355	4176111	0.5077697886861724	0.0	29772	0.8706440034759613	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	245	100.0	0.17	SAMD00009116								Illumina HiSeq 2500	ILLUMINA					SAMD00009116	DRS014107	DRP001673				PRJDB2185	DRA001601
SAMD00009316	Shigella	boydii	unknown	723	4474974	0.5061260691123568	0.0	17771	0.8432504859246109	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	1273	100.0	0.4	SAMD00009316								Illumina HiSeq 2500	ILLUMINA					SAMD00009316	DRS014036	DRP001602				PRJDB2208	DRA001530
SAMD00009456	Shigella	boydii	unknown	530	4163134	0.5083146494924257	0.0	17045	0.8567687227939336	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	243	100.0	0.22	SAMD00009456								Illumina HiSeq 2500	ILLUMINA					SAMD00009456	DRS014098	DRP001664				PRJDB2233	DRA001592
SAMD00009610	Shigella	boydii	unknown	488	4270512	0.5064470021393219	0.0	20582	0.8583090271143132	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	-	100.0	0.63	SAMD00009610								Illumina HiSeq 2500	ILLUMINA					SAMD00009610	DRS014024	DRP001590				PRJDB2259	DRA001518
SAMD00009751	Shigella	boydii	unknown	683	4236126	0.5062125158694524	0.0	15070	0.8551157354620708	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	1767	100.0	0.07	SAMD00009751								Illumina HiSeq 2500	ILLUMINA					SAMD00009751	DRS014034	DRP001600				PRJDB2276	DRA001528
SAMD00009888	Shigella	flexneri	unknown	338	4268961	0.5082906590151561	0.0	31271	0.8734511746535046	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	1022	100.0	0.22	SAMD00009888								Illumina HiSeq 2500	ILLUMINA					SAMD00009888	DRS014113	DRP001679				PRJDB2288	DRA001607
SAMD00009903	Shigella	flexneri	unknown	506	4413261	0.5043225406337853	0.0	24058	0.8533916303613133	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	1025	100.0	0.22	SAMD00009903								Illumina HiSeq 2500	ILLUMINA					SAMD00009903	DRS014111	DRP001677				PRJDB2293	DRA001605
SAMD00009924	Shigella	dysenteriae	unknown	500	4108880	0.5097208971787932	0.0	20329	0.8591672183174004	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	-	99.99	0.14	SAMD00009924								Illumina HiSeq 2500	ILLUMINA					SAMD00009924	DRS014105	DRP001671				PRJDB2297	DRA001599
SAMD00010117	Escherichia	coli	unknown	246	5430669	0.5053751204501692	0.0	92383	0.8781582895219724	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	38	100.0	0.75	SAMD00010117								Illumina Genome Analyzer IIx	ILLUMINA					SAMD00010117	DRS000654	DRP000385				PRJDA63849	DRA000380
SAMD00010118	Escherichia	coli	unknown	133	4672273	0.5075364817081536	0.0	112343	0.8868593508983743	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	1060	100.0	0.09	SAMD00010118								Illumina Genome Analyzer IIx	ILLUMINA					SAMD00010118	DRS000655	DRP000385				PRJDA63849	DRA000380
SAMD00010119	Escherichia	coli	unknown	329	4811499	0.5080350219339129	0.0	42011	0.8749703574707175	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	5664	100.0	0.02	SAMD00010119								Illumina HiSeq 2000	ILLUMINA					SAMD00010119	DRS013912	DRP001478				PRJDB2328	DRA001406
SAMD00010820	Shigella	dysenteriae	unknown	470	4550138	0.5061993724146389	0.0	22579	0.8625476853669054	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	7374	100.0	0.02	SAMD00010820								Illumina HiSeq 2500	ILLUMINA					SAMD00010820	DRS014102	DRP001668				PRJDB2379	DRA001596
SAMD00010930	Shigella	flexneri	unknown	406	4230893	0.5077883085202107	0.0	26828	0.8669240748938818	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	-	100.0	0.62	SAMD00010930								Illumina HiSeq 2500	ILLUMINA					SAMD00010930	DRS014112	DRP001678				PRJDB2400	DRA001606
SAMD00011336	Escherichia	coli	unknown	499	4847560	0.506206627664227	0.0	29332	0.8645502067019284	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	311	100.0	0.39	SAMD00011336								Illumina HiSeq 2000	ILLUMINA					SAMD00011336	DRS013908	DRP001474				PRJDB2428	DRA001402
SAMD00012337	Shigella	sonnei	unknown	487	4506721	0.5084756744426824	0.0	25143	0.8648487447969377	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	152	100.0	0.0	SAMD00012337								Illumina HiSeq 2500	ILLUMINA					SAMD00012337	DRS014120	DRP001686				PRJDB2506	DRA001614
SAMD00012380	Escherichia	coli	unknown	449	4752329	0.5085253988097205	0.0	30816	0.8704584636290964	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	270	100.0	0.4	SAMD00012380								Illumina HiSeq 2000	ILLUMINA					SAMD00012380	DRS013913	DRP001479				PRJDB2511	DRA001407
SAMD00012440	Shigella	boydii	unknown	429	4730038	0.5052185627261345	0.0	35297	0.864948865104255	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	5619	100.0	0.0	SAMD00012440								Illumina HiSeq 2500	ILLUMINA					SAMD00012440	DRS014097	DRP001663				PRJDB2525	DRA001591
SAMD00012490	Shigella	dysenteriae	unknown	599	4265099	0.5083211433075762	0.0	17517	0.8544326872600143	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	243	99.99	0.16	SAMD00012490								Illumina HiSeq 2500	ILLUMINA					SAMD00012490	DRS014042	DRP001608				PRJDB2539	DRA001536
SAMD00012581	Escherichia	coli	unknown	466	4986152	0.5067531033951632	0.0	48907	0.8651902308633993	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	6	100.0	0.07	SAMD00012581								Illumina HiSeq 2500	ILLUMINA					SAMD00012581	DRS014018	DRP001584				PRJDB2556	DRA001512
SAMD00012607	Shigella	flexneri	unknown	420	4286415	0.5067936725678684	0.0	28506	0.8630638890541397	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	245	99.99	0.57	SAMD00012607								Illumina HiSeq 2500	ILLUMINA					SAMD00012607	DRS014117	DRP001683				PRJDB2564	DRA001611
SAMD00012832	Shigella	dysenteriae	unknown	627	4401513	0.5061098308695214	0.0	18870	0.8480049928286023	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	252	100.0	2.66	SAMD00012832								Illumina HiSeq 2500	ILLUMINA					SAMD00012832	DRS014043	DRP001609				PRJDB2581	DRA001537
SAMD00012907	Shigella	dysenteriae	unknown	575	4326842	0.5068694442736759	0.0	19753	0.8529627381817964	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	253	100.0	0.38	SAMD00012907								Illumina HiSeq 2500	ILLUMINA					SAMD00012907	DRS014104	DRP001670				PRJDB2589	DRA001598
SAMD00012937	Shigella	boydii	unknown	333	4692773	0.5054872673363915	0.0	47620	0.869104471918842	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	5335	100.0	0.31	SAMD00012937								Illumina HiSeq 2500	ILLUMINA					SAMD00012937	DRS014027	DRP001593				PRJDB2595	DRA001521
SAMD00012941	Shigella	dysenteriae	unknown	436	4063355	0.5095845674325773	0.0	19942	0.864772337145044	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	243	100.0	0.02	SAMD00012941								Illumina HiSeq 2500	ILLUMINA					SAMD00012941	DRS014099	DRP001665				PRJDB2597	DRA001593
SAMD00012948	Shigella	flexneri	unknown	397	4320238	0.5065382971956638	0.0	28816	0.8620145464208222	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	245	99.99	0.25	SAMD00012948								Illumina HiSeq 2500	ILLUMINA					SAMD00012948	DRS014108	DRP001674				PRJDB2601	DRA001602
SAMD00013048	Shigella	flexneri	unknown	362	4222405	0.5074901625969086	0.0	31271	0.869776347839679	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	245	100.0	0.22	SAMD00013048								Illumina HiSeq 2500	ILLUMINA					SAMD00013048	DRS014106	DRP001672				PRJDB2613	DRA001600
SAMD00013250	Escherichia	coli	11Za1	220	4504556	0.5077834530195651	0.0	37268	0.8837177293389182	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	10	100.0	0.11	SAMD00013250								Illumina Genome Analyzer IIx	ILLUMINA					SAMD00013250	DRS001460	DRP000589			11Za1	PRJDB2622	DRA000563
SAMD00013251	Escherichia	coli	8W33	111	4486684	0.5074442505868476	0.0	110941	0.8873174486993066	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	10	100.0	0.0	SAMD00013251								Illumina Genome Analyzer IIx	ILLUMINA					SAMD00013251	DRS001452	DRP000589			8W33	PRJDB2622	DRA000563
SAMD00013252	Escherichia	coli	5W3	105	4494326	0.5074941159141548	0.0	110941	0.8879438207197252	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	10	100.0	0.11	SAMD00013252								Illumina Genome Analyzer IIx	ILLUMINA					SAMD00013252	DRS001444	DRP000589			5W3	PRJDB2622	DRA000563
SAMD00013253	Escherichia	coli	8W18	106	4492077	0.5074587991256606	0.0	105722	0.8886265751900513	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	10	100.0	0.11	SAMD00013253								Illumina Genome Analyzer IIx	ILLUMINA					SAMD00013253	DRS001450	DRP000589			8W18	PRJDB2622	DRA000563
SAMD00013254	Escherichia	coli	4R17	107	4492359	0.5074494269046619	0.0	97633	0.8885247149660123	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	10	100.0	0.11	SAMD00013254								Illumina Genome Analyzer IIx	ILLUMINA					SAMD00013254	DRS001442	DRP000589			4R17	PRJDB2622	DRA000563
SAMD00013255	Escherichia	coli	11Za4	112	4494253	0.5075132619369671	0.0	94793	0.8876761054617975	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	10	100.0	0.11	SAMD00013255								Illumina Genome Analyzer IIx	ILLUMINA					SAMD00013255	DRS001458	DRP000589			11Za4	PRJDB2622	DRA000563
SAMD00013256	Escherichia	coli	3X37	122	4493683	0.5075224487352579	0.0	88471	0.8869737807495545	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	10	100.0	0.12	SAMD00013256								Illumina Genome Analyzer IIx	ILLUMINA					SAMD00013256	DRS001433	DRP000589			3X37	PRJDB2622	DRA000563
SAMD00013257	Escherichia	coli	8W21	113	4485585	0.5074421730944794	0.0	98723	0.8880123774268016	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	10	100.0	0.0	SAMD00013257								Illumina Genome Analyzer IIx	ILLUMINA					SAMD00013257	DRS001454	DRP000589			8W21	PRJDB2622	DRA000563
SAMD00013258	Escherichia	coli	5W21	124	4494602	0.5075256941548996	0.0	94793	0.8870080153926866	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	10	100.0	0.12	SAMD00013258								Illumina Genome Analyzer IIx	ILLUMINA					SAMD00013258	DRS001447	DRP000589			5W21	PRJDB2622	DRA000563
SAMD00013259	Escherichia	coli	8W37	110	4492848	0.5074794428834449	0.0	126005	0.8876075932237191	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	10	100.0	0.11	SAMD00013259								Illumina Genome Analyzer IIx	ILLUMINA					SAMD00013259	DRS001451	DRP000589			8W37	PRJDB2622	DRA000563
SAMD00013260	Escherichia	coli	5W23	112	4492151	0.5074548918769649	0.0	94931	0.8882052272953425	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	10	100.0	0.11	SAMD00013260								Illumina Genome Analyzer IIx	ILLUMINA					SAMD00013260	DRS001443	DRP000589			5W23	PRJDB2622	DRA000563
SAMD00013261	Escherichia	coli	2W14	113	4492980	0.5074736589078963	0.0	115028	0.8872358657283139	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	10	100.0	0.11	SAMD00013261								Illumina Genome Analyzer IIx	ILLUMINA					SAMD00013261	DRS001425	DRP000589			2W14	PRJDB2622	DRA000563
SAMD00013262	Escherichia	coli	3X31	106	4492430	0.5074707897507585	0.0	115028	0.8878800560053245	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	10	100.0	0.1	SAMD00013262								Illumina Genome Analyzer IIx	ILLUMINA					SAMD00013262	DRS001435	DRP000589			3X31	PRJDB2622	DRA000563
SAMD00013264	Escherichia	coli	3X27	120	4491130	0.5075134765638046	0.0	94793	0.8874913440492704	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	10	100.0	0.12	SAMD00013264								Illumina Genome Analyzer IIx	ILLUMINA					SAMD00013264	DRS001432	DRP000589			3X27	PRJDB2622	DRA000563
SAMD00013266	Escherichia	coli	2W2	117	4493475	0.507511002064104	0.0	106995	0.8873851529161729	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	10	100.0	0.11	SAMD00013266								Illumina Genome Analyzer IIx	ILLUMINA					SAMD00013266	DRS001428	DRP000589			2W2	PRJDB2622	DRA000563
SAMD00013267	Escherichia	coli	2W30	108	4492688	0.5074817125070782	0.0	110941	0.8879343502152831	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	10	100.0	0.1	SAMD00013267								Illumina Genome Analyzer IIx	ILLUMINA					SAMD00013267	DRS001427	DRP000589			2W30	PRJDB2622	DRA000563
SAMD00013268	Escherichia	coli	10W34	118	4464480	0.507438716267068	0.0	94979	0.8875266548399814	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	10	100.0	0.0	SAMD00013268								Illumina Genome Analyzer IIx	ILLUMINA					SAMD00013268	DRS001465	DRP000589			10W34	PRJDB2622	DRA000563
SAMD00013269	Escherichia	coli	3X10	105	4493405	0.5074358977212159	0.0	94979	0.8879233009265802	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	10	100.0	0.11	SAMD00013269								Illumina Genome Analyzer IIx	ILLUMINA					SAMD00013269	DRS001436	DRP000589			3X10	PRJDB2622	DRA000563
SAMD00013270	Escherichia	coli	2W11	109	4492642	0.5074708823894715	0.0	133039	0.8877602533208745	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	10	100.0	0.1	SAMD00013270								Illumina Genome Analyzer IIx	ILLUMINA					SAMD00013270	DRS001426	DRP000589			2W11	PRJDB2622	DRA000563
SAMD00013271	Escherichia	coli	2W22	104	4493100	0.5074794685183949	0.0	133039	0.8876141194275667	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	10	100.0	0.11	SAMD00013271								Illumina Genome Analyzer IIx	ILLUMINA					SAMD00013271	DRS001424	DRP000589			2W22	PRJDB2622	DRA000563
SAMD00013272	Escherichia	coli	10W40	104	4493015	0.5074579096664489	0.0	132649	0.8883558145254355	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	10	100.0	0.11	SAMD00013272								Illumina Genome Analyzer IIx	ILLUMINA					SAMD00013272	DRS001455	DRP000589			10W40	PRJDB2622	DRA000563
SAMD00013273	Escherichia	coli	4R16	114	4491960	0.5074762464492115	0.0	110941	0.8878908093571626	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	10	100.0	0.1	SAMD00013273								Illumina Genome Analyzer IIx	ILLUMINA					SAMD00013273	DRS001437	DRP000589			4R16	PRJDB2622	DRA000563
SAMD00013274	Escherichia	coli	11Za3	119	4494070	0.507500328210286	0.0	94979	0.8873760310809578	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	10	100.0	0.11	SAMD00013274								Illumina Genome Analyzer IIx	ILLUMINA					SAMD00013274	DRS001457	DRP000589			11Za3	PRJDB2622	DRA000563
